folio,LB_n_kids,LB_comuna_esc,LB_bebe,LB_consentimiento,LB_estrato,LB_edad_post,LB_jefa_hog,LB_cant_nino,LB_cuida_infantil,LB_asiste_post,LB_edu_max1,LB_edu_max2,LB_edu_max3,LB_edu_max4,LB_edu_anos,LB_educ_i,LB_participa,LB_ocupadas,LB_desempleo,LB_contrato,LB_hrs_trabaja,LB_mes_trabaja,LB_ing_laboral,LB_ingpercap_post,LB_stress,treatment,est1,est2,est3,est4,est_rbd,trat,control,seg,part,comuna_esc,LB_rbd
3650,1,La Granja,0,Si,3,46,1,1,,No Asiste,0,0,1,0,12,0,1,1,0,1,9,12,444.91525,281.77966,,Control,0,0,1,0,89,,1,1,1,3,19
3816,1,La Granja,0,Si,4,,1,1,,No Asiste,,,,,,0,0,0,,,,,211.86441,127.11864,,Treated,0,0,0,1,90,1,,,0,3,19
3652,2,La Granja,0,Si,3,30,1,2,,No Asiste,0,0,1,0,12,0,1,1,0,0,8,12,275.42374,91.807907,1,Control,0,0,1,0,89,,1,1,0,3,19
3634,1,La Granja,0,Si,3,24,1,1,,No Asiste,0,0,1,0,12,0,1,1,0,,8,12,635.5932,211.86441,,Treated,0,0,1,0,89,1,,1,1,3,19
3615,1,La Granja,0,Si,3,57,1,1,,No Asiste,0,1,0,0,8,0,1,1,0,,0,0,127.11864,137.71187,,Control,0,0,1,0,89,,1,1,1,3,19
3621,1,La Granja,0,Si,3,46,0,1,,No Asiste,0,0,1,0,9,0,1,1,0,,0,0,,176.55368,,Control,0,0,1,0,89,,1,1,0,3,19
3659,1,La Granja,0,Si,3,39,1,0,,No Asiste,0,0,1,0,12,0,1,1,0,,11,4,423.72882,84.745766,14,Control,0,0,1,0,89,,1,1,1,3,19
3677,1,La Granja,0,Si,3,28,1,1,0,No Asiste,0,0,1,0,12,0,1,1,0,1,6,6,423.72882,105.93221,2,Treated,0,0,1,0,89,1,,1,0,3,19
3633,1,La Granja,0,Si,3,26,1,1,,No Asiste,0,1,0,0,8,0,1,1,0,,,,317.7966,211.86441,,Control,0,0,1,0,89,,1,1,0,3,19
3628,1,La Granja,0,Si,3,39,0,1,,No Asiste,0,0,1,0,8,0,1,1,0,,12,12,,148.30508,,Control,0,0,1,0,89,,1,1,1,3,19
3656,2,La Granja,0,Si,3,33,0,3,0,No Asiste,0,1,0,0,7,0,1,1,0,0,4,5,80.508476,117.79661,8,Control,0,0,1,0,89,,1,1,0,3,19
3654,1,La Granja,0,Si,3,43,0,3,0,No Asiste,0,0,1,0,12,0,1,1,0,0,8,12,317.7966,139.83051,0,Control,0,0,1,0,89,,1,1,0,3,19
3711,1,La Granja,0,Si,3,33,1,4,0,No Asiste,0,1,0,0,8,0,1,1,0,0,,12,381.35593,63.559322,,Treated,0,0,1,0,89,1,,,0,3,19
3649,1,La Granja,0,Si,3,23,1,1,,No Asiste,0,0,1,0,10,0,1,1,0,1,45,11,381.35593,190.67796,7,Control,0,0,1,0,89,,1,,0,3,19
3619,1,La Granja,1,Si,1,52,0,3,0,No Asiste,,,,,,0,1,1,0,,,0,,150.95338,4,Control,1,0,0,0,87,,1,1,1,3,19
3684,1,La Granja,0,Si,3,31,1,0,,No Asiste,0,0,1,0,12,1,1,1,0,0,48,3,127.11864,70.974579,9,Control,0,0,1,0,89,,1,1,0,3,19
3685,2,La Granja,1,Si,1,31,0,5,,,0,0,1,0,10,0,1,1,0,0,8,12,190.67796,84.745766,6,Treated,1,0,0,0,87,1,,1,1,3,19
3688,1,La Granja,0,Si,4,37,1,2,,No Asiste,0,1,0,0,6,0,,,,0,6,12,338.98306,84.745766,7,Treated,0,0,0,1,90,1,,1,1,3,19
3835,1,La Granja,0,Si,3,51,1,1,0,No Asiste,0,0,1,0,12,0,1,1,0,1,8,12,370.76273,185.38136,,Control,0,0,1,0,89,,1,,0,3,19
3666,1,La Granja,0,Si,3,46,1,1,1,No Asiste,0,0,1,0,13,0,1,1,0,1,9,11,317.7966,211.86441,0,Treated,0,0,1,0,89,1,,,0,3,19
3803,1,La Granja,0,Si,3,38,1,1,0,No Asiste,0,1,0,0,4,0,1,1,0,0,10,,105.93221,238.34746,5,Control,0,0,1,0,89,,1,1,0,3,19
3670,1,La Granja,0,Si,3,28,1,1,1,No Asiste,0,0,1,0,11,0,1,1,0,1,7,9,423.72882,268.36157,0,Treated,0,0,1,0,89,1,,,0,3,19
3702,1,La Granja,0,Si,3,31,1,1,,No Asiste,0,0,1,0,10,0,1,1,0,1,9,12,423.72882,211.86441,0,Treated,0,0,1,0,89,1,,1,1,3,19
3674,1,La Granja,0,Si,3,53,1,1,0,No Asiste,0,0,1,0,9,0,1,1,0,0,6,9,254.23729,127.11864,5,Control,0,0,1,0,89,,1,1,1,3,19
3821,1,La Granja,0,Si,4,,1,1,,No Asiste,0,0,1,0,,0,0,0,,,,,372.88135,186.44067,,Treated,0,0,0,1,90,1,,,0,3,19
3601,4,La Granja,0,Si,3,31,0,4,,No Asiste,0,1,0,0,8,0,1,1,0,0,0,0,,66.58596,20,Control,0,0,1,0,89,,1,,0,3,19
3828,1,La Granja,0,Si,4,,0,0,,No Asiste,0,0,0,1,17,1,,,,,,,0,0,,Treated,0,0,0,1,90,1,,,0,3,19
3815,2,La Granja,1,Si,2,27,0,3,,No Asiste,0,0,1,0,9,0,,,,,,,0,63.559322,,Control,0,1,0,0,88,,1,1,1,3,19
3764,1,La Granja,1,Si,1,27,1,2,,No Asiste,0,0,1,0,11,0,1,1,0,1,10,12,529.66101,48.151005,3,Treated,1,0,0,0,87,1,,,0,3,19
3606,2,La Granja,0,Si,3,39,1,2,1,No Asiste,0,1,0,0,7,0,1,1,0,1,8,12,529.66101,176.55368,0,Treated,0,0,1,0,89,1,,,0,3,19
3701,1,La Granja,1,Si,1,32,1,4,,No Asiste,0,1,0,0,5,0,1,1,0,0,10,12,211.86441,60.028252,6,Control,1,0,0,0,87,,1,1,0,3,19
3641,1,La Granja,0,Si,3,38,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,0,9,6,,88.27684,6,Control,0,0,1,0,89,,1,1,0,3,19
3762,1,La Granja,0,Si,3,21,0,1,,No Asiste,0,0,1,0,10,0,1,1,0,1,3,5,,137.71187,9,Treated,0,0,1,0,89,1,,,0,3,19
3829,1,La Granja,0,Si,4,40,1,1,,No Asiste,0,0,1,0,10,0,0,0,,,,,0,155.36723,,Treated,0,0,0,1,90,1,,,0,3,19
3613,1,La Granja,0,Si,3,37,1,2,,No Asiste,0,1,0,0,7,0,1,1,0,0,10,10,317.7966,174.78813,4,Treated,0,0,1,0,89,1,,1,1,3,19
2443,2,Rengo,1,Si,1,40,1,4,1,No Asiste,1,0,0,0,0,1,1,1,0,1,8,9,391.94916,65.32486,13,Control,1,0,0,0,91,,1,1,1,12,20
2440,2,Rengo,0,Si,3,26,0,2,0,No Asiste,0,1,0,0,6,0,1,1,0,1,8,3,381.35593,122.41055,13,Control,0,0,1,0,92,,1,1,1,12,20
2411,1,Rengo,1,Si,1,41,0,1,1,No Asiste,,,,,,0,1,1,0,,8,0,,130.64972,0,Treated,1,0,0,0,91,1,,1,1,12,20
2444,1,Rengo,0,Si,3,43,0,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,12,391.94916,261.29944,12,Control,0,0,1,0,92,,1,1,1,12,20
2402,1,Rengo,0,Si,3,34,1,2,1,No Asiste,0,1,0,0,6,0,1,1,0,1,8,4,307.2034,76.80085,9,Treated,0,0,1,0,92,1,,,0,12,20
2448,1,Rengo,0,Si,3,43,1,2,1,No Asiste,0,0,1,0,,0,1,1,0,1,9,12,423.72882,84.745766,5,Treated,0,0,1,0,92,1,,1,0,12,20
2412,1,Rengo,0,Si,3,37,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,6,391.94916,97.987289,9,Treated,0,0,1,0,92,1,,1,0,12,20
2404,2,Rengo,0,Si,3,34,1,4,1,No Asiste,0,1,0,0,8,0,1,1,0,1,10,2,338.98306,67.796608,12,Treated,0,0,1,0,92,1,,1,1,12,20
2452,1,Rengo,0,Si,3,62,1,1,1,No Asiste,1,0,0,0,1,0,1,1,0,0,,,,5.2966104,17,Treated,0,0,1,0,92,1,,1,1,12,20
2405,1,Rengo,1,Si,1,28,0,1,,No Asiste,0,1,0,0,8,0,1,1,0,1,8,4,148.30508,151.83615,9,Treated,1,0,0,0,91,1,,1,1,12,20
2408,1,Rengo,0,Si,3,29,0,2,1,Asiste,0,0,1,0,9,0,1,1,0,,8,4,,0,10,Control,0,0,1,0,92,,1,,0,12,20
2442,1,Rengo,0,Si,3,21,0,1,,No Asiste,0,1,0,0,8,0,1,1,0,,8,4,,84.745766,9,Control,0,0,1,0,92,,1,1,0,12,20
2489,1,Rengo,1,Si,1,28,0,2,1,,,,,,,0,1,1,0,1,9,0,,55.084747,5,Treated,1,0,0,0,91,1,,1,1,12,20
2445,2,Rengo,1,Si,1,28,0,3,,No Asiste,0,0,0,1,15,1,1,1,0,0,12,6,381.35593,95.338982,12,Control,1,0,0,0,91,,1,1,0,12,20
2494,1,Rengo,0,Si,3,44,1,2,1,No Asiste,0,1,0,0,8,0,1,1,0,1,9,10,305.08475,101.69492,7,Treated,0,0,1,0,92,1,,1,1,12,20
2495,1,Rengo,0,Si,3,31,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,12,381.35593,90.042374,5,Treated,0,0,1,0,92,1,,1,1,12,20
2484,2,Rengo,1,Si,1,47,1,5,1,No Asiste,0,1,0,0,6,0,1,1,0,1,10,8,307.2034,87.772392,8,Treated,1,0,0,0,91,1,,1,1,12,20
2406,2,Rengo,1,Si,1,39,1,3,0,No Asiste,0,1,0,0,6,0,1,1,0,1,6,3,158.8983,66.58596,13,Treated,1,0,0,0,91,1,,1,0,12,20
2446,2,Rengo,0,Si,3,40,1,3,1,No Asiste,0,1,0,0,6,0,1,1,0,1,8,8,385.59323,128.53108,10,Treated,0,0,1,0,92,1,,1,1,12,20
2451,2,Rengo,0,Si,3,35,1,2,0,No Asiste,0,0,1,0,,0,1,1,0,0,,,391.94916,130.64972,8,Treated,0,0,1,0,92,1,,1,1,12,20
2497,1,Rengo,0,Si,3,32,1,1,1,No Asiste,0,1,0,0,7,0,1,1,0,1,9,5,254.23729,137.71187,7,Control,0,0,1,0,92,,1,1,1,12,20
2413,1,Rengo,0,Si,4,40,1,2,,No Asiste,0,1,0,0,6,0,0,0,,,0,0,190.67796,63.559322,6,Treated,0,0,0,1,93,1,,1,1,12,20
2455,1,Rengo,0,Si,3,41,1,0,0,No Asiste,0,1,0,0,8,0,1,1,0,0,7,6,148.30508,37.076271,15,Control,0,0,1,0,92,,1,1,1,12,20
2465,1,Rengo,0,Si,3,29,0,4,,No Asiste,0,1,0,0,8,1,1,1,0,,10,6,211.86441,30.266342,10,Treated,0,0,1,0,92,1,,1,1,12,20
2449,1,Rengo,0,Si,4,48,1,4,1,No Asiste,0,1,0,0,6,0,0,0,,,0,0,0,148.30508,,Treated,0,0,0,1,93,1,,1,1,12,20
2454,1,Rengo,0,Si,4,30,1,2,1,No Asiste,0,1,0,0,8,0,0,0,,1,8,4,370.76273,92.690681,15,Treated,0,0,0,1,93,1,,,0,12,20
2493,1,Rengo,0,Si,3,65,1,2,1,No Asiste,0,1,0,0,8,0,1,1,0,1,9,10,305.08475,61.016949,9,Control,0,0,1,0,92,,1,1,1,12,20
2410,1,Rengo,0,Si,3,17,1,0,,Asiste,0,0,1,0,9,0,1,1,0,0,,2,,0,11,Treated,0,0,1,0,92,1,,1,1,12,20
2447,1,Rengo,0,Si,3,25,0,1,1,No Asiste,0,0,1,0,,0,1,1,0,0,12,7,317.7966,225.98869,6,Treated,0,0,1,0,92,1,,1,1,12,20
2407,2,Rengo,1,Si,1,32,1,5,0,No Asiste,0,1,0,0,6,0,1,1,0,,0,0,,43.886196,10,Treated,1,0,0,0,91,1,,1,0,12,20
2803,2,Rengo,0,Si,3,27,1,0,1,No Asiste,0,0,1,0,12,0,1,1,0,0,8,10,148.30508,29.661016,8,Treated,0,0,1,0,97,1,,1,1,12,21
2819,1,Rengo,0,Si,4,26,1,1,1,No Asiste,0,0,0,1,17,1,,,,1,8,12,529.66101,268.36157,4,Treated,0,0,0,1,98,1,,1,1,12,21
2762,2,Rengo,0,Si,3,29,0,1,,Asiste,0,0,0,1,14,0,1,1,0,1,10,12,100,82.288139,11,Treated,0,0,1,0,97,1,,1,1,12,21
2761,1,Rengo,0,Si,3,43,0,2,,Asiste,0,0,1,0,12,0,1,1,0,1,10,4,415.25424,273.30508,0,Treated,0,0,1,0,97,1,,1,1,12,21
2784,1,Rengo,0,Si,3,49,0,1,,No Asiste,0,0,1,0,10,0,1,1,0,0,10,12,254.23729,197.74011,7,Control,0,0,1,0,97,,1,1,1,12,21
2823,1,Rengo,1,Si,1,41,0,3,0,No Asiste,0,0,1,0,,0,1,1,0,0,8,4,127.11864,50.847458,7,Treated,1,0,0,0,95,1,,1,1,12,21
2814,2,Rengo,0,Si,3,29,0,3,0,No Asiste,0,0,1,0,12,0,1,1,0,0,0,0,,127.11864,7,Control,0,0,1,0,97,,1,1,1,12,21
2805,2,Rengo,0,Si,3,56,1,3,1,No Asiste,0,1,0,0,8,0,1,1,0,0,8,8,381.35593,153.81355,2,Control,0,0,1,0,97,,1,1,1,12,21
2770,1,Rengo,0,Si,3,36,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,7,444.91525,243.64407,6,Treated,0,0,1,0,97,1,,1,0,12,21
2768,1,Rengo,0,Si,3,43,1,2,1,No Asiste,,,,,,0,1,1,0,1,8,10,228.81355,76.271187,7,Treated,0,0,1,0,97,1,,1,1,12,21
2813,1,Rengo,0,Si,3,47,1,1,,No Asiste,0,1,0,0,4,0,1,1,0,1,8,12,402.54236,180.08475,7,Treated,0,0,1,0,97,1,,1,1,12,21
2765,1,Rengo,0,Si,3,52,0,1,1,No Asiste,0,1,0,0,3,0,1,1,0,1,8,6,317.7966,227.75424,3,Treated,0,0,1,0,97,1,,1,0,12,21
2825,1,Rengo,1,Si,1,31,1,2,1,No Asiste,0,1,0,0,4,0,1,1,0,1,45,8,466.10168,116.52542,7,Treated,1,0,0,0,95,1,,1,1,12,21
2818,1,Rengo,0,Si,3,52,1,0,0,No Asiste,0,0,1,0,12,0,1,1,0,1,8,6,385.59323,192.79662,9,Control,0,0,1,0,97,,1,1,0,12,21
2839,1,Rengo,1,Si,1,40,1,3,,No Asiste,,,,,,0,1,1,0,,,,381.35593,152.54237,5,Treated,1,0,0,0,95,1,,1,0,12,21
2771,1,Rengo,0,Si,3,46,1,2,0,No Asiste,0,1,0,0,8,0,1,1,0,1,6,9,385.59323,96.398308,7,Treated,0,0,1,0,97,1,,1,0,12,21
2810,1,Rengo,1,Si,1,36,0,2,,No Asiste,0,1,0,0,8,0,1,1,0,0,8,0,127.11864,137.71187,7,Treated,1,0,0,0,95,1,,1,0,12,21
2832,1,Rengo,1,Si,1,37,1,4,,No Asiste,0,1,0,0,8,0,1,1,0,1,48,6,385.59323,128.53108,1,Treated,1,0,0,0,95,1,,,0,12,21
2769,1,Rengo,0,Si,3,41,1,1,0,No Asiste,0,1,0,0,6,0,1,1,0,,9,6,385.59323,96.398308,4,Treated,0,0,1,0,97,1,,1,1,12,21
2801,2,Rengo,0,Si,3,37,1,3,1,No Asiste,0,0,1,0,12,0,1,1,0,0,6,4,385.59323,154.23729,7,Control,0,0,1,0,97,,1,1,1,12,21
2822,1,Rengo,1,Si,1,42,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,12,360.16949,121.82204,5,Treated,1,0,0,0,95,1,,1,1,12,21
2764,1,Rengo,0,Si,3,51,1,1,1,No Asiste,0,1,0,0,6,0,1,1,0,1,10,12,385.59323,128.53108,11,Control,0,0,1,0,97,,1,1,0,12,21
2830,1,Rengo,0,Si,3,30,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,10,12,423.72882,211.86441,1,Treated,0,0,1,0,97,1,,1,1,12,21
2812,1,Rengo,1,Si,2,35,1,3,1,No Asiste,0,0,1,0,10,0,,,,1,10,12,385.59323,154.23729,4,Treated,0,1,0,0,96,1,,1,0,12,21
2791,1,Rengo,0,Si,3,37,1,1,1,No Asiste,0,0,1,0,10,0,1,1,0,1,40,7,254.23729,127.11864,1,Control,0,0,1,0,97,,1,,0,12,21
2802,1,Rengo,0,Si,3,35,1,0,0,No Asiste,0,0,1,0,12,0,1,1,0,0,,0,169.49153,77.683617,7,Treated,0,0,1,0,97,1,,1,0,12,21
2774,1,Rengo,0,Si,3,53,0,1,1,No Asiste,0,0,1,0,10,0,1,1,0,0,8,12,190.67796,143.00847,7,Control,0,0,1,0,97,,1,1,0,12,21
2775,3,Rengo,0,Si,3,44,1,6,1,No Asiste,0,1,0,0,4,0,1,1,0,1,8,6,584.74579,64.971748,7,Treated,0,0,1,0,97,1,,1,1,12,21
2773,1,Rengo,0,Si,3,36,1,3,1,No Asiste,,,,,,0,1,1,0,1,7,8,385.59323,96.398308,9,Treated,0,0,1,0,97,1,,1,0,12,21
2815,1,Rengo,1,Si,1,32,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,44,1,381.35593,201.27118,7,Control,1,0,0,0,95,,1,1,0,12,21
2778,1,Rengo,0,Si,3,33,1,1,0,No Asiste,0,1,0,0,4,0,1,1,0,0,11,12,158.8983,181.49718,10,Treated,0,0,1,0,97,1,,1,1,12,21
2763,1,Rengo,0,Si,3,34,0,1,,No Asiste,1,0,0,0,0,1,1,1,0,1,10,,385.59323,289.19492,4,Control,0,0,1,0,97,,1,1,1,12,21
2833,1,Rengo,1,Si,1,37,0,4,0,,,,,,,0,1,1,0,0,,,,63.559322,1,Treated,1,0,0,0,95,1,,,0,12,21
2767,2,Rengo,1,Si,1,31,1,3,1,No Asiste,0,0,1,0,12,0,1,1,0,0,6,1,169.49153,76.271187,3,Treated,1,0,0,0,95,1,,1,1,12,21
2776,1,Rengo,1,Si,1,34,0,3,0,No Asiste,0,1,0,0,4,0,1,1,0,0,0,0,,77.118645,4,Treated,1,0,0,0,95,1,,1,1,12,21
2794,1,Rengo,1,Si,1,26,0,2,1,No Asiste,1,0,0,0,2,0,1,1,0,1,8,10,455.50848,209.21609,7,Control,1,0,0,0,95,,1,1,0,12,21
2806,2,Rengo,1,Si,1,33,1,3,,No Asiste,0,0,1,0,12,0,1,1,0,,8,5,,0,,Control,1,0,0,0,95,,1,1,1,12,21
2777,2,Rengo,0,Si,3,29,0,3,1,No Asiste,0,1,0,0,7,0,1,1,0,,9,1,169.49153,67.796608,,Control,0,0,1,0,97,,1,1,0,12,21
2811,1,Rengo,1,Si,1,37,1,5,1,No Asiste,0,1,0,0,8,0,1,1,0,1,8,10,593.22034,98.870056,7,Control,1,0,0,0,95,,1,,0,12,21
892,1,Quellón,1,Si,1,29,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,5,12,423.72882,105.93221,1,Control,1,0,0,0,100,,1,1,0,11,22
908,1,Quellón,0,Si,3,39,1,1,,No Asiste,0,0,1,0,10,0,1,1,0,,6,3,169.49153,84.745766,10,Treated,0,0,1,0,102,1,,1,1,11,22
842,2,Quellón,0,Si,3,26,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,10,12,593.22034,197.74011,5,Treated,0,0,1,0,102,1,,,0,11,22
850,2,Quellón,1,Si,1,40,0,4,1,No Asiste,0,1,0,0,6,0,1,1,0,1,8,12,389.83051,125,0,Treated,1,0,0,0,100,1,,1,1,11,22
903,3,Quellón,0,Si,3,45,1,4,0,No Asiste,0,1,0,0,4,0,1,1,0,,4,1,,39.346245,5,Treated,0,0,1,0,102,1,,1,0,11,22
886,1,Quellón,0,Si,3,25,1,1,1,No Asiste,0,1,0,0,8,0,1,1,0,0,8,4,,,1,Treated,0,0,1,0,102,1,,1,1,11,22
841,1,Quellón,0,Si,3,27,1,2,1,No Asiste,0,1,0,0,8,0,1,1,0,,8,3,343.22034,114.40678,4,Treated,0,0,1,0,102,1,,,0,11,22
913,1,Quellón,0,Si,3,39,1,3,1,No Asiste,0,1,0,0,4,0,1,1,0,1,8,12,148.30508,37.076271,1,Treated,0,0,1,0,102,1,,1,1,11,22
902,2,Quellón,0,Si,3,50,1,1,1,No Asiste,0,0,1,0,9,0,1,1,0,0,9,12,423.72882,141.24294,0,Control,0,0,1,0,102,,1,1,0,11,22
846,1,Quellón,0,Si,3,29,1,1,1,No Asiste,1,0,0,0,0,1,1,1,0,0,8,12,381.35593,127.11864,13,Treated,0,0,1,0,102,1,,1,0,11,22
876,2,Quellón,1,Si,1,29,0,3,,No Asiste,0,1,0,0,5,0,1,1,0,,8,7,,55.084747,10,Treated,1,0,0,0,100,1,,1,1,11,22
890,1,Quellón,1,Si,1,30,1,2,1,No Asiste,0,1,0,0,8,0,1,1,0,1,4,7,148.30508,79.44915,5,Treated,1,0,0,0,100,1,,1,1,11,22
912,1,Quellón,0,Si,3,55,0,1,1,No Asiste,0,1,0,0,4,0,1,1,0,0,8,12,105.93221,39.346245,6,Treated,0,0,1,0,102,1,,1,0,11,22
910,1,Quellón,0,Si,3,46,0,1,1,No Asiste,0,1,0,0,6,0,1,1,0,1,9,4,211.86441,158.8983,1,Treated,0,0,1,0,102,1,,1,1,11,22
888,2,Quellón,1,Si,2,29,1,3,0,Asiste,0,0,1,0,9,0,1,0,1,,8,2,,,5,Control,0,1,0,0,101,,1,1,0,11,22
899,1,Quellón,0,Si,3,52,1,1,0,No Asiste,0,0,1,0,8,0,1,1,0,,,0,158.8983,79.44915,,Treated,0,0,1,0,102,1,,1,1,11,22
882,1,Quellón,1,Si,1,29,1,2,0,No Asiste,0,0,1,0,10,0,1,1,0,1,8,2,402.54236,206.56779,7,Treated,1,0,0,0,100,1,,1,1,11,22
909,1,Quellón,1,Si,1,37,1,2,1,No Asiste,0,1,0,0,8,0,1,1,0,1,8,8,148.30508,82.097458,6,Treated,1,0,0,0,100,1,,1,1,11,22
911,1,Quellón,0,Si,3,44,0,1,1,No Asiste,0,1,0,0,6,0,1,1,0,0,8,12,211.86441,132.41525,1,Treated,0,0,1,0,102,1,,1,0,11,22
884,1,Quellón,1,Si,1,28,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,,7,8,296.61017,98.870056,1,Treated,1,0,0,0,100,1,,1,0,11,22
856,1,Quellón,0,Si,3,49,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,5,12,466.10168,204.80226,2,Treated,0,0,1,0,102,1,,1,1,11,22
880,1,Quellón,1,Si,1,28,0,2,,No Asiste,0,1,0,0,5,0,1,1,0,,4,6,,42.372883,6,Treated,1,0,0,0,100,1,,1,1,11,22
898,1,Quellón,1,Si,1,30,1,2,,No Asiste,0,1,0,0,6,0,1,1,0,1,4,12,156.77966,52.259884,13,Treated,1,0,0,0,100,1,,1,1,11,22
881,1,Quellón,0,Si,3,42,0,1,0,No Asiste,0,1,0,0,6,0,1,1,0,,10,4,105.93221,176.55368,10,Treated,0,0,1,0,102,1,,1,1,11,22
878,2,Quellón,0,Si,3,29,0,2,0,No Asiste,0,1,0,0,8,0,1,1,0,,12,4,275.42374,137.71187,5,Control,0,0,1,0,102,,1,1,0,11,22
907,1,Quellón,0,Si,4,44,1,1,,No Asiste,0,1,0,0,8,0,1,1,0,,8,4,,,13,Treated,0,0,0,1,103,1,,1,1,11,22
873,1,Quellón,0,Si,4,38,1,1,1,No Asiste,0,0,1,0,8,0,1,0,1,,9,2,,105.93221,9,Treated,0,0,0,1,103,1,,,0,11,22
845,2,Quellón,1,Si,1,29,1,3,1,No Asiste,0,1,0,0,3,0,1,1,0,1,5,12,313.55933,78.389832,2,Treated,1,0,0,0,100,1,,1,1,11,22
897,3,Quellón,0,Si,3,38,1,4,1,No Asiste,0,1,0,0,5,0,1,1,0,1,5,12,127.11864,56.497173,6,Treated,0,0,1,0,102,1,,1,1,11,22
861,1,Quellón,0,Si,3,56,1,2,0,No Asiste,0,1,0,0,4,0,1,1,0,0,8,10,148.30508,49.435028,2,Treated,0,0,1,0,102,1,,1,1,11,22
865,2,Quellón,0,Si,3,29,0,3,1,No Asiste,0,0,1,0,12,0,1,1,0,,8,10,,101.69492,2,Control,0,0,1,0,102,,1,1,0,11,22
848,3,Quellón,0,Si,3,34,0,3,1,No Asiste,0,1,0,0,8,0,1,1,0,1,10,3,466.10168,93.220337,4,Control,0,0,1,0,102,,1,1,0,11,22
906,1,Quellón,0,Si,3,25,1,1,0,No Asiste,0,1,0,0,8,0,1,1,0,1,8,7,317.7966,158.8983,7,Treated,0,0,1,0,102,1,,,0,11,22
916,3,Quellón,1,Si,2,32,0,4,1,No Asiste,0,0,1,0,9,0,1,0,1,,8,12,,63.559322,1,Control,0,1,0,0,101,,1,1,0,11,22
920,2,Quellón,0,Si,3,39,1,3,0,No Asiste,0,1,0,0,4,0,1,1,0,0,10,3,211.86441,52.966103,6,Treated,0,0,1,0,102,1,,1,1,11,22
851,1,Quellón,0,Si,3,44,0,1,1,No Asiste,0,1,0,0,2,0,1,1,0,0,0,0,163.13559,155.50847,4,Treated,0,0,1,0,102,1,,1,1,11,22
905,1,Quellón,0,Si,3,33,1,2,0,No Asiste,0,1,0,0,4,0,1,1,0,1,5,7,423.72882,158.8983,,Treated,0,0,1,0,102,1,,1,1,11,22
894,2,Quellón,0,Si,3,38,1,2,1,No Asiste,0,0,1,0,9,0,1,1,0,1,8,3,381.35593,95.338982,0,Treated,0,0,1,0,102,1,,1,1,11,22
877,1,Quellón,0,Si,3,31,1,1,,No Asiste,0,0,1,0,10,0,1,1,0,1,10,4,211.86441,70.621468,11,Treated,0,0,1,0,102,1,,1,1,11,22
858,1,Quellón,1,Si,1,40,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,5,10,360.16949,90.042374,1,Treated,1,0,0,0,100,1,,1,0,11,22
904,1,Quellón,1,Si,2,35,1,3,,No Asiste,0,0,1,0,10,0,1,0,1,,0,0,,50.847458,9,Control,0,1,0,0,101,,1,1,0,11,22
843,1,Quellón,1,Si,1,43,0,2,1,No Asiste,0,1,0,0,7,0,1,1,0,1,5,10,42.372883,111.22881,6,Treated,1,0,0,0,100,1,,1,1,11,22
871,1,Quellón,1,Si,1,23,1,2,0,No Asiste,0,0,1,0,10,0,1,1,0,1,8,11,296.61017,169.49153,4,Treated,1,0,0,0,100,1,,1,1,11,22
917,1,Quellón,1,Si,1,20,1,1,1,Asiste,0,0,0,1,14,0,1,1,0,1,8,12,529.66101,176.55368,0,Treated,1,0,0,0,100,1,,1,0,11,22
885,1,Quellón,0,Si,3,29,1,1,1,No Asiste,0,0,1,0,10,0,1,1,0,1,10,11,635.5932,268.36157,7,Treated,0,0,1,0,102,1,,1,0,11,22
889,1,Quellón,0,Si,3,31,1,1,1,No Asiste,0,0,0,1,15,0,1,1,0,1,8,10,402.54236,134.18079,2,Treated,0,0,1,0,102,1,,1,0,11,22
896,1,Quellón,0,Si,3,32,1,1,0,No Asiste,0,1,0,0,8,0,1,1,0,1,8,10,381.35593,190.67796,5,Treated,0,0,1,0,102,1,,1,1,11,22
883,1,Quellón,1,Si,1,32,1,3,0,No Asiste,0,0,1,0,10,0,1,1,0,1,9,8,381.35593,76.271187,6,Treated,1,0,0,0,100,1,,,0,11,22
895,1,Quellón,0,Si,3,44,0,1,1,No Asiste,0,1,0,0,8,0,1,1,0,0,8,6,105.93221,162.42937,0,Treated,0,0,1,0,102,1,,1,1,11,22
864,1,Quellón,0,Si,3,36,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,,10,7,360.16949,120.0565,2,Treated,0,0,1,0,102,1,,1,1,11,22
